po_id,purchase_date,vendor,category,business_unit,item_description,quantity,unit_price_usd,total_spend_usd,contract_term_months,renewal_date,utilization_pct,status
PO-00821,2024-12-04,Cisco,Network Hardware,Data Platform,Cisco Network Hardware,8,53095.74,424765.92,12,2025-11-29,90,In Procurement
PO-00822,2023-06-27,Palo Alto,Security,Corporate IT,Palo Alto Security,36,154625.70,5566525.20,24,2025-06-16,48,In Procurement
PO-00823,2025-08-05,Datadog,Software License,Fraud & Risk,Datadog Software License,303,118635.50,35946556.50,24,2027-07-26,91,In Procurement
PO-00824,2023-11-02,Arista,Network Hardware,Merchant Services,Arista Network Hardware,7,71638.71,501470.97,60,2028-10-06,70,Active
PO-00825,2025-10-29,Dell,Laptops,Core Payments,Dell Laptops,250,3107.04,776760.00,12,2026-10-24,48,In Procurement
PO-00826,2026-02-17,CrowdStrike,Security,Data Platform,CrowdStrike Security,32,47089.51,1506864.32,12,2027-02-12,77,Retired
PO-00827,2024-05-04,Azure,Cloud Services,Fraud & Risk,Azure Cloud Services,1,293140.49,293140.49,36,2027-04-19,71,Retired
PO-00828,2023-02-19,NetApp,Storage,Consumer Products,NetApp Storage,4,216611.70,866446.80,36,2026-02-03,67,Active
PO-00829,2025-01-28,Palo Alto,Security,Consumer Products,Palo Alto Security,26,37365.50,971503.00,36,2028-01-13,37,In Procurement
PO-00830,2024-08-30,AWS,Cloud Services,Data Platform,AWS Cloud Services,1,429427.06,429427.06,24,2026-08-20,74,In Procurement
PO-00831,2024-02-29,Dell EMC,Storage,Corporate IT,Dell EMC Storage,5,150178.90,750894.50,60,2029-02-02,100,Retired
PO-00832,2025-08-11,Lenovo,Server Hardware,Core Payments,Lenovo Server Hardware,4,22169.33,88677.32,60,2030-07-16,90,Active
PO-00833,2026-02-22,Pure Storage,Storage,Fraud & Risk,Pure Storage Storage,5,180645.31,903226.55,60,2031-01-27,69,Active
PO-00834,2024-03-05,Cisco,Network Hardware,Consumer Products,Cisco Network Hardware,8,89798.71,718389.68,60,2029-02-07,56,In Procurement
PO-00835,2025-05-16,Juniper,Network Hardware,Merchant Services,Juniper Network Hardware,5,62910.09,314550.45,36,2028-04-30,88,Active
PO-00836,2025-12-27,Dell,Laptops,Data Platform,Dell Laptops,282,2963.60,835735.20,36,2028-12-11,75,Active
PO-00837,2023-05-15,Splunk,Software License,Consumer Products,Splunk Software License,485,173459.16,84127692.60,12,2024-05-09,86,Active
PO-00838,2024-07-19,Lenovo,Laptops,Merchant Services,Lenovo Laptops,49,1484.35,72733.15,12,2025-07-14,52,Retired
PO-00839,2023-02-16,Palo Alto,Network Hardware,Fraud & Risk,Palo Alto Network Hardware,4,64879.08,259516.32,36,2026-01-31,39,Active
PO-00840,2023-02-13,Apple,Laptops,Data Platform,Apple Laptops,237,3118.04,738975.48,36,2026-01-28,84,Active
PO-00841,2025-04-23,Dell,Server Hardware,Fraud & Risk,Dell Server Hardware,17,31852.87,541498.79,60,2030-03-28,50,Active
PO-00842,2024-09-19,HP,Laptops,Data Platform,HP Laptops,165,2674.85,441350.25,12,2025-09-14,94,In Procurement
PO-00843,2023-04-07,NetApp,Storage,Data Platform,NetApp Storage,3,243120.15,729360.45,12,2024-04-01,53,Active
PO-00844,2023-12-26,Oracle,Software License,Consumer Products,Oracle Software License,275,71669.02,19708980.50,36,2026-12-10,87,Retired
PO-00845,2024-10-10,AWS,Cloud Services,Fraud & Risk,AWS Cloud Services,1,102364.69,102364.69,36,2027-09-25,79,Active
PO-00846,2023-10-30,Cisco,Network Hardware,Consumer Products,Cisco Network Hardware,6,117472.59,704835.54,36,2026-10-14,80,Active
PO-00847,2023-02-21,Oracle,Software License,Corporate IT,Oracle Software License,155,30811.76,4775822.80,24,2025-02-10,100,Active
PO-00848,2024-11-09,NetApp,Storage,Core Payments,NetApp Storage,5,244266.24,1221331.20,60,2029-10-14,52,Retired
PO-00849,2026-03-03,Pure Storage,Storage,Merchant Services,Pure Storage Storage,5,171718.62,858593.10,60,2031-02-05,87,Retired
PO-00850,2023-08-28,Supermicro,Server Hardware,Core Payments,Supermicro Server Hardware,5,33086.31,165431.55,36,2026-08-12,54,Active
PO-00851,2023-04-23,Lenovo,Laptops,Data Platform,Lenovo Laptops,192,1440.45,276566.40,60,2028-03-27,49,Active
PO-00852,2025-07-01,Okta,Security,Fraud & Risk,Okta Security,2,19628.17,39256.34,36,2028-06-15,45,Retired
PO-00853,2025-11-13,Supermicro,Server Hardware,Fraud & Risk,Supermicro Server Hardware,16,19757.04,316112.64,12,2026-11-08,85,Active
PO-00854,2024-08-05,Azure,Cloud Services,Merchant Services,Azure Cloud Services,1,304536.61,304536.61,24,2026-07-26,56,Active
PO-00855,2025-06-28,Pure Storage,Storage,Corporate IT,Pure Storage Storage,1,65688.36,65688.36,60,2030-06-02,100,Active
PO-00856,2023-06-26,Palo Alto,Network Hardware,Consumer Products,Palo Alto Network Hardware,7,21050.28,147351.96,12,2024-06-20,66,Active
PO-00857,2025-02-08,Pure Storage,Storage,Corporate IT,Pure Storage Storage,3,30537.21,91611.63,12,2026-02-03,99,Active
PO-00858,2023-10-08,Lenovo,Laptops,Corporate IT,Lenovo Laptops,246,3046.64,749473.44,12,2024-10-02,69,Active
PO-00859,2024-09-10,Zscaler,Security,Merchant Services,Zscaler Security,36,90852.48,3270689.28,36,2027-08-26,58,Active
PO-00860,2025-08-25,Cisco,Network Hardware,Core Payments,Cisco Network Hardware,3,35207.86,105623.58,12,2026-08-20,94,Retired
PO-00861,2024-05-16,Azure,Cloud Services,Data Platform,Azure Cloud Services,1,398590.34,398590.34,12,2025-05-11,80,Active
PO-00862,2025-06-12,Salesforce,Software License,Merchant Services,Salesforce Software License,298,120381.23,35873606.54,24,2027-06-02,80,Retired
PO-00863,2026-03-24,Azure,Cloud Services,Consumer Products,Azure Cloud Services,1,304829.75,304829.75,12,2027-03-19,75,Active
PO-00864,2023-12-01,Juniper,Network Hardware,Data Platform,Juniper Network Hardware,12,20582.20,246986.40,12,2024-11-25,57,Active
PO-00865,2024-08-20,Pure Storage,Storage,Consumer Products,Pure Storage Storage,3,26448.00,79344.00,60,2029-07-25,62,Active
PO-00866,2026-01-18,Palo Alto,Security,Core Payments,Palo Alto Security,39,136709.99,5331689.61,24,2028-01-08,61,In Procurement
PO-00867,2025-01-12,Dell EMC,Storage,Merchant Services,Dell EMC Storage,3,176079.27,528237.81,12,2026-01-07,47,Active
PO-00868,2025-09-20,HPE,Server Hardware,Corporate IT,HPE Server Hardware,10,21801.53,218015.30,36,2028-09-04,63,Active
PO-00869,2024-01-21,Cisco,Network Hardware,Fraud & Risk,Cisco Network Hardware,3,62889.03,188667.09,60,2028-12-25,36,Pending Renewal
PO-00870,2023-08-27,CrowdStrike,Security,Data Platform,CrowdStrike Security,30,165305.45,4959163.50,12,2024-08-21,40,Active
PO-00871,2025-06-24,Apple,Laptops,Merchant Services,Apple Laptops,195,1561.44,304480.80,60,2030-05-29,10,Active
PO-00872,2023-10-19,Azure,Cloud Services,Core Payments,Azure Cloud Services,1,185662.70,185662.70,36,2026-10-03,59,Active
PO-00873,2025-05-20,NetApp,Storage,Fraud & Risk,NetApp Storage,2,245560.75,491121.50,60,2030-04-24,68,Active
PO-00874,2023-03-09,Zscaler,Security,Data Platform,Zscaler Security,3,39361.42,118084.26,36,2026-02-21,57,Pending Renewal
PO-00875,2023-03-30,Microsoft,Software License,Data Platform,Microsoft Software License,61,227178.06,13857861.66,12,2024-03-24,66,Active
PO-00876,2024-02-14,CrowdStrike,Security,Corporate IT,CrowdStrike Security,14,107830.53,1509627.42,12,2025-02-08,70,Retired
PO-00877,2024-07-22,NetApp,Storage,Core Payments,NetApp Storage,2,213777.46,427554.92,60,2029-06-26,60,Pending Renewal
PO-00878,2026-03-30,Palo Alto,Security,Corporate IT,Palo Alto Security,37,16958.98,627482.26,12,2027-03-25,78,Pending Renewal
PO-00879,2026-01-05,Arista,Network Hardware,Merchant Services,Arista Network Hardware,3,108690.93,326072.79,12,2026-12-31,77,Active
PO-00880,2024-01-15,Salesforce,Software License,Data Platform,Salesforce Software License,188,174684.16,32840622.08,24,2026-01-04,66,Retired
PO-00881,2025-11-19,HPE,Server Hardware,Merchant Services,HPE Server Hardware,13,23691.40,307988.20,12,2026-11-14,36,Active
PO-00882,2025-01-09,Supermicro,Server Hardware,Core Payments,Supermicro Server Hardware,17,13028.76,221488.92,60,2029-12-14,88,Active
PO-00883,2023-08-25,Salesforce,Software License,Core Payments,Salesforce Software License,43,82364.79,3541685.97,24,2025-08-14,61,Active
PO-00884,2025-05-26,Azure,Cloud Services,Fraud & Risk,Azure Cloud Services,1,239565.57,239565.57,12,2026-05-21,97,In Procurement
PO-00885,2025-10-03,Supermicro,Server Hardware,Consumer Products,Supermicro Server Hardware,12,14634.00,175608.00,60,2030-09-07,86,Retired
PO-00886,2023-07-28,AWS,Cloud Services,Core Payments,AWS Cloud Services,1,321901.05,321901.05,36,2026-07-12,82,Pending Renewal
PO-00887,2025-04-07,Juniper,Network Hardware,Fraud & Risk,Juniper Network Hardware,10,102063.39,1020633.90,12,2026-04-02,70,Active
PO-00888,2025-03-30,Dell EMC,Storage,Corporate IT,Dell EMC Storage,5,79148.61,395743.05,36,2028-03-14,91,Active
PO-00889,2023-10-29,GCP,Cloud Services,Data Platform,GCP Cloud Services,1,414017.47,414017.47,24,2025-10-18,81,Active
PO-00890,2023-05-20,Arista,Network Hardware,Core Payments,Arista Network Hardware,2,89846.81,179693.62,36,2026-05-04,78,Retired
PO-00891,2023-11-09,HPE,Server Hardware,Data Platform,HPE Server Hardware,20,33130.56,662611.20,36,2026-10-24,60,Active
PO-00892,2025-10-16,GCP,Cloud Services,Data Platform,GCP Cloud Services,1,169526.09,169526.09,24,2027-10-06,61,Pending Renewal
PO-00893,2023-03-06,Dell EMC,Storage,Merchant Services,Dell EMC Storage,5,143455.71,717278.55,36,2026-02-18,76,Active
PO-00894,2023-12-29,Pure Storage,Storage,Data Platform,Pure Storage Storage,4,23455.56,93822.24,60,2028-12-02,60,Retired
PO-00895,2023-10-03,Okta,Security,Consumer Products,Okta Security,11,91008.93,1001098.23,24,2025-09-22,62,Active
PO-00896,2026-01-09,Salesforce,Software License,Data Platform,Salesforce Software License,338,138669.08,46870149.04,36,2028-12-24,43,Active
PO-00897,2025-10-10,Lenovo,Laptops,Corporate IT,Lenovo Laptops,38,2217.60,84268.80,60,2030-09-14,97,Active
PO-00898,2023-04-03,Okta,Security,Merchant Services,Okta Security,4,9925.72,39702.88,12,2024-03-28,62,In Procurement
PO-00899,2024-11-29,Pure Storage,Storage,Consumer Products,Pure Storage Storage,5,21321.46,106607.30,36,2027-11-14,84,Active
PO-00900,2024-10-01,Apple,Laptops,Core Payments,Apple Laptops,135,1843.80,248913.00,60,2029-09-05,79,Active
PO-00901,2023-02-10,AWS,Cloud Services,Merchant Services,AWS Cloud Services,1,276699.46,276699.46,36,2026-01-25,56,In Procurement
PO-00902,2023-02-15,HP,Laptops,Merchant Services,HP Laptops,20,3009.49,60189.80,36,2026-01-30,89,Active
PO-00903,2025-09-27,Datadog,Software License,Merchant Services,Datadog Software License,294,24882.56,7315472.64,12,2026-09-22,62,Active
PO-00904,2025-01-14,Salesforce,Software License,Merchant Services,Salesforce Software License,86,153899.55,13235361.30,24,2027-01-04,54,Active
PO-00905,2023-04-08,Dell,Laptops,Corporate IT,Dell Laptops,119,1947.12,231707.28,36,2026-03-23,90,Active
PO-00906,2023-07-14,Salesforce,Software License,Core Payments,Salesforce Software License,368,211124.63,77693863.84,36,2026-06-28,67,Pending Renewal
PO-00907,2023-06-07,ServiceNow,Software License,Data Platform,ServiceNow Software License,219,52829.92,11569752.48,36,2026-05-22,79,Pending Renewal
PO-00908,2025-11-21,Splunk,Software License,Fraud & Risk,Splunk Software License,213,100874.09,21486181.17,24,2027-11-11,44,Retired
PO-00909,2024-01-18,Palo Alto,Security,Core Payments,Palo Alto Security,41,128083.04,5251404.64,36,2027-01-02,35,In Procurement
PO-00910,2023-05-03,Azure,Cloud Services,Merchant Services,Azure Cloud Services,1,748362.39,748362.39,36,2026-04-17,68,Pending Renewal
PO-00911,2024-09-06,Arista,Network Hardware,Fraud & Risk,Arista Network Hardware,12,83810.26,1005723.12,36,2027-08-22,31,Active
PO-00912,2023-11-25,AWS,Cloud Services,Data Platform,AWS Cloud Services,1,660731.46,660731.46,24,2025-11-14,91,Retired
PO-00913,2024-01-29,Oracle,Software License,Data Platform,Oracle Software License,123,28832.86,3546441.78,12,2025-01-23,69,Active
PO-00914,2024-07-12,HP,Laptops,Data Platform,HP Laptops,28,1725.18,48305.04,12,2025-07-07,100,Active
PO-00915,2023-03-28,Pure Storage,Storage,Consumer Products,Pure Storage Storage,5,56356.53,281782.65,60,2028-03-01,63,In Procurement
PO-00916,2025-04-13,Lenovo,Server Hardware,Corporate IT,Lenovo Server Hardware,10,40085.36,400853.60,36,2028-03-28,68,Retired
PO-00917,2026-03-15,AWS,Cloud Services,Data Platform,AWS Cloud Services,1,196472.51,196472.51,36,2029-02-27,56,Retired
PO-00918,2023-09-08,Okta,Security,Data Platform,Okta Security,6,46663.45,279980.70,24,2025-08-28,67,Active
PO-00919,2025-05-16,Zscaler,Security,Consumer Products,Zscaler Security,48,46289.16,2221879.68,12,2026-05-11,76,Pending Renewal
PO-00920,2023-08-20,Dell EMC,Storage,Core Payments,Dell EMC Storage,4,140365.44,561461.76,36,2026-08-04,78,Pending Renewal
PO-00921,2023-10-24,HP,Laptops,Consumer Products,HP Laptops,136,3704.62,503828.32,36,2026-10-08,47,Active
PO-00922,2023-04-22,Dell,Server Hardware,Consumer Products,Dell Server Hardware,22,37560.83,826338.26,60,2028-03-26,71,In Procurement
PO-00923,2025-01-13,AWS,Cloud Services,Merchant Services,AWS Cloud Services,1,254322.12,254322.12,36,2027-12-29,99,In Procurement
PO-00924,2024-06-07,HP,Laptops,Core Payments,HP Laptops,211,3611.52,762030.72,36,2027-05-23,98,Active
PO-00925,2023-11-25,Palo Alto,Security,Merchant Services,Palo Alto Security,14,155397.93,2175571.02,24,2025-11-14,37,In Procurement
PO-00926,2025-10-03,Azure,Cloud Services,Core Payments,Azure Cloud Services,1,694491.22,694491.22,24,2027-09-23,34,Retired
PO-00927,2023-07-25,Apple,Laptops,Consumer Products,Apple Laptops,226,3479.58,786385.08,12,2024-07-19,59,Active
PO-00928,2024-01-12,Apple,Laptops,Data Platform,Apple Laptops,24,3181.14,76347.36,60,2028-12-16,43,Active
PO-00929,2024-09-17,Palo Alto,Security,Core Payments,Palo Alto Security,26,40013.18,1040342.68,24,2026-09-07,58,Active
PO-00930,2025-04-20,Salesforce,Software License,Consumer Products,Salesforce Software License,391,32958.19,12886652.29,24,2027-04-10,63,Active
PO-00931,2024-11-01,Lenovo,Laptops,Merchant Services,Lenovo Laptops,98,2987.41,292766.18,36,2027-10-17,75,Active
PO-00932,2023-02-17,HP,Laptops,Corporate IT,HP Laptops,124,1253.91,155484.84,60,2028-01-22,89,Retired
PO-00933,2025-08-05,Salesforce,Software License,Fraud & Risk,Salesforce Software License,465,22699.65,10555337.25,12,2026-07-31,64,Active
PO-00934,2025-01-23,HP,Laptops,Corporate IT,HP Laptops,143,1588.05,227091.15,12,2026-01-18,100,Pending Renewal
PO-00935,2025-07-18,Dell,Server Hardware,Consumer Products,Dell Server Hardware,17,24100.87,409714.79,60,2030-06-22,52,Active
PO-00936,2023-09-24,Juniper,Network Hardware,Merchant Services,Juniper Network Hardware,12,61829.34,741952.08,36,2026-09-08,68,In Procurement
PO-00937,2025-05-06,Arista,Network Hardware,Merchant Services,Arista Network Hardware,12,82876.69,994520.28,12,2026-05-01,57,Active
PO-00938,2025-07-27,Palo Alto,Network Hardware,Fraud & Risk,Palo Alto Network Hardware,6,72033.85,432203.10,12,2026-07-22,74,Active
PO-00939,2025-02-24,Lenovo,Laptops,Merchant Services,Lenovo Laptops,213,2985.82,635979.66,60,2030-01-29,41,Active
PO-00940,2025-08-22,Dell,Server Hardware,Core Payments,Dell Server Hardware,11,42449.39,466943.29,36,2028-08-06,81,Pending Renewal
PO-00941,2025-10-30,GCP,Cloud Services,Consumer Products,GCP Cloud Services,1,14235.18,14235.18,36,2028-10-14,23,Retired
PO-00942,2024-06-17,NetApp,Storage,Corporate IT,NetApp Storage,1,151414.42,151414.42,12,2025-06-12,100,Pending Renewal
PO-00943,2025-12-22,Apple,Laptops,Data Platform,Apple Laptops,77,1433.08,110347.16,36,2028-12-06,74,Active
PO-00944,2025-05-30,Palo Alto,Network Hardware,Merchant Services,Palo Alto Network Hardware,12,46468.10,557617.20,36,2028-05-14,76,Active
PO-00945,2023-12-04,Splunk,Software License,Corporate IT,Splunk Software License,161,109225.95,17585377.95,24,2025-11-23,65,Active
PO-00946,2024-01-22,Salesforce,Software License,Consumer Products,Salesforce Software License,409,110277.40,45103456.60,12,2025-01-16,42,Active
PO-00947,2025-08-14,Arista,Network Hardware,Core Payments,Arista Network Hardware,8,34925.76,279406.08,36,2028-07-29,100,Active
PO-00948,2025-07-26,Supermicro,Server Hardware,Merchant Services,Supermicro Server Hardware,23,28751.62,661287.26,36,2028-07-10,99,Active
PO-00949,2024-08-04,Palo Alto,Security,Core Payments,Palo Alto Security,23,21376.13,491650.99,12,2025-07-30,86,In Procurement
PO-00950,2023-01-09,Dell EMC,Storage,Consumer Products,Dell EMC Storage,5,64913.10,324565.50,60,2027-12-14,36,In Procurement
PO-00951,2025-10-17,Oracle,Software License,Data Platform,Oracle Software License,472,19670.45,9284452.40,36,2028-10-01,84,Active
PO-00952,2023-08-06,GCP,Cloud Services,Core Payments,GCP Cloud Services,1,305111.06,305111.06,24,2025-07-26,78,Active
PO-00953,2025-07-18,Dell,Server Hardware,Data Platform,Dell Server Hardware,23,32402.95,745267.85,60,2030-06-22,96,Active
PO-00954,2024-10-27,NetApp,Storage,Consumer Products,NetApp Storage,5,238460.55,1192302.75,60,2029-10-01,59,Retired
PO-00955,2024-08-02,Palo Alto,Security,Fraud & Risk,Palo Alto Security,4,145272.64,581090.56,24,2026-07-23,78,Pending Renewal
PO-00956,2024-05-06,Datadog,Software License,Core Payments,Datadog Software License,205,64163.39,13153494.95,24,2026-04-26,33,Pending Renewal
PO-00957,2023-11-12,Arista,Network Hardware,Data Platform,Arista Network Hardware,7,37767.63,264373.41,12,2024-11-06,56,Retired
PO-00958,2023-07-16,Okta,Security,Consumer Products,Okta Security,39,27975.17,1091031.63,24,2025-07-05,100,Pending Renewal
PO-00959,2026-02-27,Palo Alto,Network Hardware,Data Platform,Palo Alto Network Hardware,7,59790.56,418533.92,60,2031-02-01,35,In Procurement
PO-00960,2023-07-10,Dell EMC,Storage,Fraud & Risk,Dell EMC Storage,4,163211.27,652845.08,12,2024-07-04,85,Pending Renewal
PO-00961,2023-11-14,Pure Storage,Storage,Consumer Products,Pure Storage Storage,2,167188.50,334377.00,36,2026-10-29,36,Active
PO-00962,2025-09-05,Pure Storage,Storage,Data Platform,Pure Storage Storage,1,228193.81,228193.81,36,2028-08-20,62,Active
PO-00963,2026-03-10,Juniper,Network Hardware,Fraud & Risk,Juniper Network Hardware,9,54189.16,487702.44,12,2027-03-05,21,Pending Renewal
PO-00964,2026-03-10,Supermicro,Server Hardware,Data Platform,Supermicro Server Hardware,4,25192.29,100769.16,36,2029-02-22,52,Active
PO-00965,2025-08-05,Dell EMC,Storage,Core Payments,Dell EMC Storage,5,18823.14,94115.70,12,2026-07-31,77,Active
PO-00966,2025-07-20,Supermicro,Server Hardware,Consumer Products,Supermicro Server Hardware,10,19616.02,196160.20,60,2030-06-24,26,Active
PO-00967,2024-01-19,Splunk,Software License,Merchant Services,Splunk Software License,495,229568.93,113636620.35,12,2025-01-13,82,Pending Renewal
PO-00968,2023-01-12,Dell EMC,Storage,Core Payments,Dell EMC Storage,4,140578.36,562313.44,36,2025-12-27,100,Active
PO-00969,2025-04-09,HPE,Server Hardware,Consumer Products,HPE Server Hardware,16,25026.03,400416.48,60,2030-03-14,97,Active
PO-00970,2025-03-19,Dell EMC,Storage,Corporate IT,Dell EMC Storage,3,177305.64,531916.92,36,2028-03-03,61,Active
PO-00971,2023-02-02,Arista,Network Hardware,Core Payments,Arista Network Hardware,4,17869.94,71479.76,60,2028-01-07,100,Active
PO-00972,2026-01-08,Lenovo,Laptops,Consumer Products,Lenovo Laptops,133,2333.05,310295.65,12,2027-01-03,59,Active
PO-00973,2023-08-27,Pure Storage,Storage,Fraud & Risk,Pure Storage Storage,4,114141.62,456566.48,12,2024-08-21,97,Active
PO-00974,2024-02-17,HP,Laptops,Core Payments,HP Laptops,240,2721.59,653181.60,36,2027-02-01,47,Pending Renewal
PO-00975,2025-06-03,Zscaler,Security,Core Payments,Zscaler Security,22,6378.00,140316.00,24,2027-05-24,88,Pending Renewal
PO-00976,2025-09-22,GCP,Cloud Services,Merchant Services,GCP Cloud Services,1,395122.25,395122.25,36,2028-09-06,38,Pending Renewal
PO-00977,2023-05-05,GCP,Cloud Services,Consumer Products,GCP Cloud Services,1,193205.57,193205.57,36,2026-04-19,96,Pending Renewal
PO-00978,2023-08-28,Lenovo,Server Hardware,Consumer Products,Lenovo Server Hardware,14,40898.20,572574.80,36,2026-08-12,71,Pending Renewal
PO-00979,2024-08-12,Azure,Cloud Services,Data Platform,Azure Cloud Services,1,26437.47,26437.47,36,2027-07-28,75,Active
PO-00980,2025-08-17,Oracle,Software License,Corporate IT,Oracle Software License,466,171401.03,79872879.98,12,2026-08-12,86,Active
PO-00981,2025-01-07,GCP,Cloud Services,Data Platform,GCP Cloud Services,1,668133.79,668133.79,24,2026-12-28,81,Pending Renewal
PO-00982,2025-09-15,Juniper,Network Hardware,Consumer Products,Juniper Network Hardware,12,14912.07,178944.84,12,2026-09-10,27,Active
PO-00983,2025-05-01,Arista,Network Hardware,Corporate IT,Arista Network Hardware,8,16603.93,132831.44,36,2028-04-15,63,Active
PO-00984,2023-12-24,Lenovo,Server Hardware,Merchant Services,Lenovo Server Hardware,12,33046.33,396555.96,60,2028-11-27,82,Active
PO-00985,2024-04-09,CrowdStrike,Security,Merchant Services,CrowdStrike Security,28,24944.63,698449.64,12,2025-04-04,44,Active
PO-00986,2024-07-01,Okta,Security,Core Payments,Okta Security,50,158599.89,7929994.50,12,2025-06-26,58,In Procurement
PO-00987,2025-06-15,GCP,Cloud Services,Corporate IT,GCP Cloud Services,1,568059.88,568059.88,24,2027-06-05,100,Active
PO-00988,2023-12-09,CrowdStrike,Security,Corporate IT,CrowdStrike Security,3,93778.50,281335.50,36,2026-11-23,59,Active
PO-00989,2025-06-23,Palo Alto,Security,Merchant Services,Palo Alto Security,11,132461.12,1457072.32,36,2028-06-07,23,Active
PO-00990,2024-02-18,Azure,Cloud Services,Merchant Services,Azure Cloud Services,1,107156.94,107156.94,24,2026-02-07,68,Active
PO-00991,2025-10-31,CrowdStrike,Security,Fraud & Risk,CrowdStrike Security,31,64731.01,2006661.31,12,2026-10-26,86,In Procurement
PO-00992,2025-12-20,Apple,Laptops,Consumer Products,Apple Laptops,135,1594.19,215215.65,36,2028-12-04,78,In Procurement
PO-00993,2025-07-28,Arista,Network Hardware,Data Platform,Arista Network Hardware,7,110572.31,774006.17,60,2030-07-02,73,Active
PO-00994,2023-06-23,Lenovo,Laptops,Core Payments,Lenovo Laptops,274,3653.47,1001050.78,36,2026-06-07,47,Pending Renewal
PO-00995,2023-03-17,Palo Alto,Security,Data Platform,Palo Alto Security,4,73821.60,295286.40,36,2026-03-01,79,Pending Renewal
PO-00996,2026-02-07,Lenovo,Server Hardware,Data Platform,Lenovo Server Hardware,13,40773.97,530061.61,36,2029-01-22,62,Retired
PO-00997,2025-12-16,Azure,Cloud Services,Merchant Services,Azure Cloud Services,1,663332.81,663332.81,36,2028-11-30,97,Active
PO-00998,2025-04-08,AWS,Cloud Services,Corporate IT,AWS Cloud Services,1,561002.06,561002.06,12,2026-04-03,51,Active
PO-00999,2023-09-16,Dell,Server Hardware,Corporate IT,Dell Server Hardware,11,22429.76,246727.36,60,2028-08-20,85,Active
PO-01000,2023-11-24,ServiceNow,Software License,Merchant Services,ServiceNow Software License,267,85506.87,22830334.29,12,2024-11-18,67,Active
